"","rowname","value"
"11861","ErrorType","error"
"11862","ErrorMessage","'fromLast' must be TRUE or FALSE"
"11863","ErrorType","error"
"11864","ErrorMessage","argument 'incomparables != FALSE' is not used (yet)"
"11865","ErrorType","error"
"11866","ErrorMessage","'fromLast' must be TRUE or FALSE"
"11867","ErrorType","error"
"11868","ErrorMessage","argument 'incomparables != FALSE' is not used (yet)"
"11869","ErrorType","error"
"11870","ErrorMessage","argument ""x"" is missing, with no default"
"11871","ErrorType","error"
"11872","ErrorMessage","argument ""x"" is missing, with no default"
"11873","ErrorType","error"
"11898","ErrorMessage","'fromLast' must be TRUE or FALSE"
"11899","ErrorType","error"
"11900","ErrorMessage","'fromLast' must be TRUE or FALSE"
"11901","ErrorType","error"
"11902","ErrorMessage","'fromLast' must be TRUE or FALSE"
"11903","ErrorType","error"
"11904","ErrorMessage","'fromLast' must be TRUE or FALSE"
"11905","ErrorType","error"
"11906","ErrorMessage","'fromLast' must be TRUE or FALSE"
"11907","ErrorType","error"
"11908","ErrorMessage","'fromLast' must be TRUE or FALSE"
"11909","ErrorType","error"
"11910","ErrorMessage","argument ""x"" is missing, with no default"
"11911","ErrorType","error"
"11912","ErrorMessage","argument ""x"" is missing, with no default"
"11913","ErrorType","error"
"11914","ErrorMessage","MARGIN = 1 is invalid for dim = "
"11915","ErrorType","error"
"11916","ErrorMessage","MARGIN = 1 is invalid for dim = "
"11917","ErrorType","error"
"11918","ErrorMessage","MARGIN = 1 is invalid for dim = "
"11919","ErrorType","error"
"11920","ErrorMessage","argument 'incomparables != FALSE' is not used (yet)"
"11921","ErrorType","error"
"11922","ErrorMessage","argument 'incomparables != FALSE' is not used (yet)"
"11923","ErrorType","error"
"11924","ErrorMessage","argument 'incomparables != FALSE' is not used (yet)"
"11925","ErrorType","error"
"11926","ErrorMessage","argument 'incomparables != FALSE' is not used (yet)"
"11927","ErrorType","error"
"11928","ErrorMessage","argument 'incomparables != FALSE' is not used (yet)"
"11929","ErrorType","error"
"11930","ErrorMessage","argument 'incomparables != FALSE' is not used (yet)"
"11931","ErrorType","error"
"11932","ErrorMessage","argument 'incomparables != FALSE' is not used (yet)"
"11933","ErrorType","error"
"11934","ErrorMessage","argument 'incomparables != FALSE' is not used (yet)"
"11935","ErrorType","error"
"11936","ErrorMessage","argument ""x"" is missing, with no default"
"11937","ErrorType","error"
"11938","ErrorMessage","argument ""x"" is missing, with no default"
"11939","ErrorType","error"
"11940","ErrorMessage","wrong class"
"11941","ErrorType","error"
"11942","ErrorMessage","wrong class"
"11943","ErrorType","error"
"11944","ErrorMessage","wrong class"
"11945","ErrorType","error"
"11946","ErrorMessage","wrong class"
"11947","ErrorType","error"
"11948","ErrorMessage","wrong class"
"11949","ErrorType","error"
"11950","ErrorMessage","wrong class"
"11951","ErrorType","error"
"11952","ErrorMessage","wrong class"
"11953","ErrorType","error"
"11954","ErrorMessage","wrong class"
"11955","ErrorType","error"
"11956","ErrorMessage","wrong class"
"11957","ErrorType","error"
"11958","ErrorMessage","wrong class"
"11959","ErrorType","error"
"11960","ErrorMessage","argument ""x"" is missing, with no default"
"11961","ErrorType","error"
"11962","ErrorMessage","argument ""x"" is missing, with no default"
"11963","ErrorType","error"
"11964","ErrorMessage","'origin' must be supplied"
"11965","ErrorType","error"
"11966","ErrorMessage","'origin' must be supplied"
"11967","ErrorType","error"
"11968","ErrorMessage","'origin' must be supplied"
"11969","ErrorType","error"
"11970","ErrorMessage","'origin' must be supplied"
"11971","ErrorType","error"
"11972","ErrorMessage","'origin' must be supplied"
"11973","ErrorType","error"
"11974","ErrorMessage","'origin' must be supplied"
"11975","ErrorType","error"
"11976","ErrorMessage","do not know how to convert 'x' to class “POSIXct”"
"11977","ErrorType","error"
"11978","ErrorMessage","do not know how to convert 'x' to class “POSIXct”"
"11979","ErrorType","error"
"11980","ErrorMessage","character string is not in a standard unambiguous format"
"11981","ErrorType","error"
"11982","ErrorMessage","character string is not in a standard unambiguous format"
"11983","ErrorType","error"
"11984","ErrorMessage","argument ""x"" is missing, with no default"
"11985","ErrorType","error"
"11986","ErrorMessage","argument ""x"" is missing, with no default"
"11987","ErrorType","error"
"12012","ErrorMessage","'fromLast' must be TRUE or FALSE"
"12013","ErrorType","error"
"12020","ErrorMessage","'fromLast' must be TRUE or FALSE"
"12021","ErrorType","error"
"12024","ErrorMessage","'fromLast' must be TRUE or FALSE"
"12025","ErrorType","error"
"12027","ErrorMessage","argument ""x"" is missing, with no default"
"12028","ErrorType","error"
"12029","ErrorMessage","argument ""x"" is missing, with no default"
"12030","ErrorType","error"
"12031","ErrorMessage","argument ""x"" is missing, with no default"
"12032","ErrorType","error"
"12033","ErrorMessage","argument ""x"" is missing, with no default"
"12034","ErrorType","error"
"12035","ErrorMessage","argument ""x"" is missing, with no default"
"12036","ErrorType","error"
"12037","ErrorMessage","argument ""x"" is missing, with no default"
"12038","ErrorType","error"
"12039","ErrorMessage","argument ""x"" is missing, with no default"
"12040","ErrorType","error"
"12041","ErrorMessage","argument ""x"" is missing, with no default"
"12042","ErrorType","error"
"12043","ErrorMessage","argument ""x"" is missing, with no default"
"12044","ErrorType","error"
"12045","ErrorMessage","unused argument (alist(file = ))"
"12046","ErrorType","error"
"12047","ErrorMessage","argument ""x"" is missing, with no default"
"12048","ErrorType","error"
"12049","ErrorMessage","unused argument (file = x)"
"12050","ErrorType","error"
"12051","ErrorMessage","unused argument (file = ""x"")"
"12052","ErrorType","error"
"12053","ErrorMessage","unused argument (file = df)"
"12054","ErrorType","error"
"12055","ErrorMessage","unused argument (alist(envir = ))"
"12056","ErrorType","error"
"12057","ErrorMessage","argument ""x"" is missing, with no default"
"12058","ErrorType","error"
"12059","ErrorMessage","unused argument (alist(envir = ))"
"12060","ErrorType","error"
"12061","ErrorMessage","unused argument (envir = x)"
"12062","ErrorType","error"
"12063","ErrorMessage","unused argument (envir = x)"
"12064","ErrorType","error"
"12065","ErrorMessage","unused argument (envir = x)"
"12066","ErrorType","error"
"12067","ErrorMessage","unused argument (envir = x)"
"12068","ErrorType","error"
"12069","ErrorMessage","unused argument (envir = x)"
"12070","ErrorType","error"
"12071","ErrorMessage","unused argument (envir = x)"
"12072","ErrorType","error"
"12073","ErrorMessage","unused argument (envir = df)"
"12074","ErrorType","error"
"12075","ErrorMessage","unused argument (envir = ""df"")"
"12076","ErrorType","error"
"12077","ErrorMessage","unused argument (envir = ""df"")"
"12078","ErrorType","error"
"12079","ErrorMessage","'...' used in an incorrect context"
"12080","ErrorType","error"
"12081","ErrorMessage","argument ""FUN"" is missing, with no default"
"12082","ErrorType","error"
"12083","ErrorMessage","argument ""FUN"" is missing, with no default"
"12084","ErrorType","error"
"12085","ErrorMessage","object 'x' of mode 'function' was not found"
"12086","ErrorType","error"
"12087","ErrorMessage","object 'x' of mode 'function' was not found"
"12088","ErrorType","error"
"12089","ErrorMessage","object 'x' of mode 'function' was not found"
"12090","ErrorType","error"
"12091","ErrorMessage","object 'x' of mode 'function' was not found"
"12092","ErrorType","error"
"12093","ErrorMessage","object 'x' of mode 'function' was not found"
"12094","ErrorType","error"
"12095","ErrorMessage","argument must be an environment"
"12096","ErrorType","error"
"12097","ErrorMessage","argument must be an environment"
"12098","ErrorType","error"
"12099","ErrorMessage","argument must be an environment"
"12100","ErrorType","error"
"12101","ErrorMessage","argument ""x"" is missing, with no default"
"12102","ErrorType","error"
"12103","ErrorMessage","argument ""x"" is missing, with no default"
"12104","ErrorType","error"
"12105","ErrorMessage","non-square matrix in 'eigen'"
"12106","ErrorType","error"
"12107","ErrorMessage","non-square matrix in 'eigen'"
"12108","ErrorType","error"
"12109","ErrorMessage","non-square matrix in 'eigen'"
"12110","ErrorType","error"
"12111","ErrorMessage","non-square matrix in 'eigen'"
"12112","ErrorType","error"
"12113","ErrorMessage","non-square matrix in 'eigen'"
"12114","ErrorType","error"
"12115","ErrorMessage","non-square matrix in 'eigen'"
"12116","ErrorType","error"
"12117","ErrorMessage","non-square matrix in 'eigen'"
"12118","ErrorType","error"
"12119","ErrorMessage","non-square matrix in 'eigen'"
"12120","ErrorType","error"
"12121","ErrorMessage","infinite or missing values in 'x'"
"12122","ErrorType","error"
"12123","ErrorMessage","infinite or missing values in 'x'"
"12124","ErrorType","error"
"12125","ErrorMessage","1 argument passed to 'emptyenv' which requires 0"
"12126","ErrorType","error"
"12127","ErrorMessage","1 argument passed to 'emptyenv' which requires 0"
"12128","ErrorType","error"
"12129","ErrorMessage","1 argument passed to 'emptyenv' which requires 0"
"12130","ErrorType","error"
"12131","ErrorMessage","argument 1 is empty"
"12132","ErrorType","error"
"12133","ErrorMessage","argument is not a character vector"
"12134","ErrorType","error"
"12136","ErrorMessage","argument is not a character vector"
"12137","ErrorType","error"
"12138","ErrorMessage","argument 1 is empty"
"12139","ErrorType","error"
"12140","ErrorMessage","argument is not a character vector"
"12141","ErrorType","error"
"12143","ErrorMessage","argument is not a character vector"
"12144","ErrorType","error"
"12145","ErrorMessage","unused arguments (alist(to = , sub = ))"
"12146","ErrorType","error"
"12153","ErrorMessage","invalid 'width' value"
"12154","ErrorType","error"
"12155","ErrorMessage","invalid 'width' value"
"12156","ErrorType","error"
"12157","ErrorMessage","invalid 'width' value"
"12158","ErrorType","error"
"12159","ErrorMessage","'arg' must be NULL or a character vector"
"12160","ErrorType","error"
"12161","ErrorMessage","'arg' must be NULL or a character vector"
"12162","ErrorType","error"
"12163","ErrorMessage","'arg' must be NULL or a character vector"
"12164","ErrorType","error"
"12165","ErrorMessage","'arg' must be NULL or a character vector"
"12166","ErrorType","error"
"12167","ErrorMessage","'arg' must be NULL or a character vector"
"12168","ErrorType","error"
"12169","ErrorMessage","'arg' must be NULL or a character vector"
"12170","ErrorType","error"
"12171","ErrorMessage","'arg' must be NULL or a character vector"
"12172","ErrorType","error"
"12173","ErrorMessage","argument ""x"" is missing, with no default"
"12174","ErrorType","error"
"12175","ErrorMessage","a character vector argument expected"
"12176","ErrorType","error"
"12178","ErrorMessage","a character vector argument expected"
"12179","ErrorType","error"
"12180","ErrorMessage","argument ""x"" is missing, with no default"
"12181","ErrorType","error"
"12182","ErrorMessage","argument ""value"" is missing, with no default"
"12183","ErrorType","error"
"12184","ErrorMessage","argument ""value"" is missing, with no default"
"12185","ErrorType","error"
"12186","ErrorMessage","argument ""value"" is missing, with no default"
"12187","ErrorType","error"
"12188","ErrorMessage","unused argument (alist(ignore.case = ))"
"12189","ErrorType","error"
"12190","ErrorMessage","argument ""x"" is missing, with no default"
"12191","ErrorType","error"
"12192","ErrorMessage","unused argument (alist(ignore.case = ))"
"12193","ErrorType","error"
"12194","ErrorMessage","unused argument (alist(ignore.case = ))"
"12195","ErrorType","error"
"12196","ErrorMessage","unused argument (ignore.case = x)"
"12197","ErrorType","error"
"12198","ErrorMessage","unused argument (ignore.case = df)"
"12199","ErrorType","error"
"12200","ErrorMessage","unused argument (ignore.case = df)"
"12201","ErrorType","error"
"12202","ErrorMessage","unused argument (ignore.case = df)"
"12203","ErrorType","error"
"12204","ErrorMessage","unused argument (ignore.case = df)"
"12205","ErrorType","error"
"12206","ErrorMessage","unused argument (alist(x = ))"
"12207","ErrorType","error"
"12208","ErrorMessage","argument ""cl"" is missing, with no default"
"12209","ErrorType","error"
"12210","ErrorMessage","unused argument (x = x)"
"12211","ErrorType","error"
"12212","ErrorMessage","unused argument (x = ""x"")"
"12213","ErrorType","error"
"12214","ErrorMessage","unused argument (x = df)"
"12215","ErrorType","error"
"12216","ErrorMessage","unused arguments (alist(all.names = , includeBase = , includeInternals = , includeEmpty = , includeFunctions = , includeSpecials = , includeObjects = , includeSearch = , includeGlobals = , includeBase = , includeInternals = , includeEmpty = , includeFunctions = , includeSpecials = , includeObjects = , includeSearch = , includeGlobals = ))"
"12217","ErrorType","error"
"12218","ErrorMessage","argument ""env"" is missing, with no default"
"12219","ErrorType","error"
"12220","ErrorMessage","unused arguments (alist(all.names = , includeBase = , includeInternals = , includeEmpty = , includeFunctions = , includeSpecials = , includeObjects = , includeSearch = , includeGlobals = ))"
"12221","ErrorType","error"
"12222","ErrorMessage","unused arguments (alist(all.names = x, includeBase = , includeInternals = , includeEmpty = , includeFunctions = , includeSpecials = , includeObjects = , includeSearch = , includeGlobals = ))"
"12223","ErrorType","error"
